weather_id,region,date,temperature_c,humidity_pct,rainfall_mm,wind_speed_kmh,uv_index,frost_risk,month,day_of_year,heat_index,season
25,North,2023-01-25,9.7,48.6,2.6,31.1,2.8,0,1,25,25.26,Winter
26,North,2023-01-26,9.3,78.1,0.0,34.5,3.3,0,1,26,36.82,Winter
27,North,2023-01-27,8.6,56.7,16.4,79.0,1.4,0,1,27,27.840000000000003,Winter
28,North,2023-01-28,12.1,43.5,0.0,32.5,9.7,0,1,28,24.660000000000004,Winter
29,North,2023-01-29,11.1,59.4,13.5,27.0,7.3,0,1,29,30.42,Winter
30,North,2023-01-30,9.1,64.4,2.4,19.7,7.8,0,1,30,31.220000000000006,Winter
31,North,2023-01-31,11.8,91.6,3.2,29.1,5.1,0,1,31,43.72,Winter
32,North,2023-02-01,17.2,81.5,0.0,30.0,3.4,0,2,32,42.92,Winter
33,North,2023-02-02,14.4,60.6,0.0,72.4,10.5,0,2,33,32.88,Winter
34,North,2023-02-03,17.2,56.8,2.7,16.0,3.7,0,2,34,33.04,Winter
35,North,2023-02-04,17.3,72.9,12.9,75.5,0.3,0,2,35,39.540000000000006,Winter
36,North,2023-02-05,13.2,66.9,1.7,13.8,10.8,0,2,36,34.68000000000001,Winter
37,North,2023-02-06,16.1,80.0,0.0,64.1,1.7,0,2,37,41.66,Winter
38,North,2023-02-07,13.9,46.0,0.0,59.1,8.4,0,2,38,26.740000000000002,Winter
39,North,2023-02-08,14.9,69.7,5.8,50.2,0.4,0,2,39,36.82,Winter
40,North,2023-02-09,12.6,34.2,0.0,1.7,10.1,0,2,40,21.240000000000002,Winter
41,North,2023-02-10,17.2,51.5,20.6,28.5,8.2,0,2,41,30.92,Winter
42,North,2023-02-11,17.7,50.0,14.9,5.3,6.9,0,2,42,30.619999999999997,Winter
43,North,2023-02-12,13.9,88.8,0.0,14.0,3.3,0,2,43,43.86,Winter
44,North,2023-02-13,16.8,40.4,7.4,70.4,1.8,0,2,44,26.240000000000002,Winter
45,North,2023-02-14,12.7,89.2,0.0,50.3,7.7,0,2,45,43.3,Winter
46,North,2023-02-15,13.7,85.1,10.5,20.0,1.2,0,2,46,42.26,Winter
47,North,2023-02-16,17.7,89.1,6.9,70.4,5.2,0,2,47,46.26,Winter
48,North,2023-02-17,14.9,79.9,6.3,46.9,10.9,0,2,48,40.900000000000006,Winter
49,North,2023-02-18,14.2,58.7,0.0,1.6,5.4,0,2,49,32.0,Winter
50,North,2023-02-19,16.0,52.3,1.2,27.2,0.9,0,2,50,30.520000000000003,Winter
51,North,2023-02-20,14.2,41.5,0.0,73.3,1.2,0,2,51,25.12,Winter
52,North,2023-02-21,17.6,92.4,0.0,15.8,7.0,0,2,52,47.52,Winter
53,North,2023-02-22,13.8,81.5,6.7,78.7,5.4,0,2,53,40.88,Winter
54,North,2023-02-23,15.7,68.4,0.0,79.3,4.0,0,2,54,36.78,Winter
55,North,2023-02-24,13.5,63.4,22.2,1.9,3.5,0,2,55,33.46,Winter
56,North,2023-02-25,13.0,72.2,3.0,56.0,2.9,0,2,56,36.68,Winter
57,North,2023-02-26,18.0,51.9,1.3,52.5,7.3,0,2,57,31.560000000000002,Winter
58,North,2023-02-27,14.0,32.0,30.8,69.8,10.2,0,2,58,21.200000000000003,Winter
59,North,2023-02-28,12.1,67.3,3.3,37.6,4.3,0,2,59,34.18,Winter
60,North,2023-03-01,21.2,47.6,10.0,30.0,4.0,0,3,60,31.76,Spring
61,North,2023-03-02,20.1,94.6,0.0,10.6,3.8,0,3,61,49.9,Spring
62,North,2023-03-03,18.6,42.5,10.7,22.5,0.9,0,3,62,28.16,Spring
63,North,2023-03-04,19.7,73.7,11.0,68.9,9.9,0,3,63,41.300000000000004,Spring
64,North,2023-03-05,17.1,38.4,0.0,61.0,2.7,0,3,64,25.619999999999997,Spring
65,North,2023-03-06,18.1,34.2,0.0,7.0,0.8,0,3,65,24.540000000000003,Spring
66,North,2023-03-07,21.3,77.9,2.4,27.3,10.0,0,3,66,43.940000000000005,Spring
67,North,2023-03-08,17.4,67.9,25.6,50.5,3.6,0,3,67,37.6,Spring
68,North,2023-03-09,21.0,69.8,0.5,4.5,1.5,0,3,68,40.52,Spring
69,North,2023-03-10,22.5,90.2,10.0,7.3,4.8,0,3,69,49.580000000000005,Spring
70,North,2023-03-11,21.1,43.7,16.7,57.4,4.3,0,3,70,30.14,Spring
71,North,2023-03-12,20.8,42.5,10.2,39.6,7.8,0,3,71,29.48,Spring
72,North,2023-03-13,19.8,77.6,0.0,47.3,9.5,0,3,72,42.92,Spring
73,North,2023-03-14,19.7,63.0,24.0,21.1,9.7,0,3,73,37.02,Spring
74,North,2023-03-15,20.5,42.3,15.4,9.9,8.4,0,3,74,29.22,Spring
75,North,2023-03-16,18.1,85.2,5.2,31.6,9.2,0,3,75,44.940000000000005,Spring
76,North,2023-03-17,18.8,56.8,0.0,51.2,2.4,0,3,76,34.0,Spring
77,North,2023-03-18,18.5,52.4,5.1,71.2,7.5,0,3,77,32.06,Spring
78,North,2023-03-19,18.7,40.5,5.9,4.9,5.4,0,3,78,27.419999999999998,Spring
79,North,2023-03-20,22.4,33.9,5.3,53.9,9.9,0,3,79,27.0,Spring
80,North,2023-03-21,19.7,93.5,0.0,54.0,3.5,0,3,80,49.22,Spring
81,North,2023-03-22,21.6,89.4,1.5,76.7,6.3,0,3,81,48.720000000000006,Spring
82,North,2023-03-23,21.4,50.7,0.0,28.6,8.9,0,3,82,33.12,Spring
83,North,2023-03-24,19.2,49.5,0.0,59.6,2.5,0,3,83,31.32,Spring
84,North,2023-03-25,18.0,74.9,5.7,32.8,9.7,0,3,84,40.760000000000005,Spring
85,North,2023-03-26,18.9,81.8,12.7,69.5,5.1,0,3,85,44.059999999999995,Spring
86,North,2023-03-27,17.9,78.0,2.3,30.8,10.4,0,3,86,41.94,Spring
87,North,2023-03-28,22.2,81.2,0.0,12.0,4.0,0,3,87,45.800000000000004,Spring
88,North,2023-03-29,19.6,83.1,16.0,72.4,1.7,0,3,88,45.0,Spring
89,North,2023-03-30,22.7,44.1,14.0,21.7,2.2,0,3,89,31.259999999999998,Spring
90,North,2023-03-31,20.0,40.3,5.9,66.4,9.4,0,3,90,28.12,Spring
91,North,2023-04-01,23.7,42.3,0.0,34.8,9.4,0,4,91,31.139999999999997,Spring
92,North,2023-04-02,24.9,73.3,0.0,28.3,1.2,0,4,92,44.26,Spring
93,North,2023-04-03,27.7,75.9,1.6,41.5,5.4,0,4,93,46.980000000000004,Spring
94,North,2023-04-04,23.3,61.9,2.2,76.5,6.9,0,4,94,38.74,Spring
95,North,2023-04-05,24.0,50.2,0.0,47.9,5.8,0,4,95,34.480000000000004,Spring
96,North,2023-04-06,24.0,54.3,0.0,55.1,1.4,0,4,96,36.12,Spring
97,North,2023-04-07,25.4,60.8,12.6,19.7,10.4,0,4,97,39.56,Spring
98,North,2023-04-08,26.1,89.2,5.9,72.2,7.0,0,4,98,51.34,Spring
99,North,2023-04-09,27.4,61.0,3.6,63.5,7.7,0,4,99,40.84,Spring
100,North,2023-04-10,27.4,92.8,12.2,62.5,6.3,0,4,100,53.559999999999995,Spring
101,North,2023-04-11,27.5,76.0,0.0,19.9,6.2,0,4,101,46.900000000000006,Spring
102,North,2023-04-12,27.3,50.4,0.0,70.5,4.2,0,4,102,36.54,Spring
103,North,2023-04-13,22.9,50.9,0.0,72.0,10.4,0,4,103,34.099999999999994,Spring
104,North,2023-04-14,26.4,34.4,3.4,31.2,2.1,0,4,104,29.599999999999998,Spring
105,North,2023-04-15,26.6,76.3,0.0,37.9,2.5,0,4,105,46.480000000000004,Spring
106,North,2023-04-16,22.0,53.2,15.5,49.7,6.2,0,4,106,34.480000000000004,Spring
107,North,2023-04-17,26.7,92.2,0.0,70.7,2.2,0,4,107,52.900000000000006,Spring
108,North,2023-04-18,26.9,42.2,5.7,73.9,6.7,0,4,108,33.019999999999996,Spring
109,North,2023-04-19,23.8,33.9,12.3,40.3,2.7,0,4,109,27.84,Spring
110,North,2023-04-20,24.3,75.5,0.0,68.2,3.3,0,4,110,44.78,Spring
111,North,2023-04-21,23.2,49.2,16.3,33.7,4.1,0,4,111,33.6,Spring
112,North,2023-04-22,26.7,94.5,7.1,35.7,4.2,0,4,112,53.82000000000001,Spring
113,North,2023-04-23,22.9,58.9,0.0,36.5,2.2,0,4,113,37.3,Spring
114,North,2023-04-24,25.6,48.5,22.3,46.9,3.6,0,4,114,34.760000000000005,Spring
115,North,2023-04-25,22.1,33.4,0.8,11.3,9.1,0,4,115,26.619999999999997,Spring
116,North,2023-04-26,24.3,31.7,13.1,34.7,3.6,0,4,116,27.259999999999998,Spring
117,North,2023-04-27,23.1,69.9,5.8,25.9,8.3,0,4,117,41.82000000000001,Spring
118,North,2023-04-28,22.2,63.3,0.0,57.8,7.9,0,4,118,38.64,Spring
119,North,2023-04-29,25.0,90.3,7.4,13.1,7.9,0,4,119,51.12,Spring
120,North,2023-04-30,22.6,53.4,7.9,28.6,0.9,0,4,120,34.92,Spring
121,North,2023-05-01,27.7,34.5,2.7,33.3,8.7,0,5,121,30.419999999999998,Spring
122,North,2023-05-02,29.8,65.6,6.7,7.2,2.3,0,5,122,44.12,Spring
123,North,2023-05-03,26.6,79.6,8.9,4.5,7.5,0,5,123,47.8,Spring
124,North,2023-05-04,25.8,71.8,0.8,55.8,5.3,0,5,124,44.2,Spring
125,North,2023-05-05,25.9,79.3,23.9,11.0,3.5,0,5,125,47.26,Spring
126,North,2023-05-06,28.0,71.2,0.0,31.7,5.6,0,5,126,45.28,Spring
127,North,2023-05-07,27.4,31.5,3.2,5.4,2.2,0,5,127,29.04,Spring
128,North,2023-05-08,25.9,44.9,0.0,39.3,3.8,0,5,128,33.5,Spring
129,North,2023-05-09,26.1,87.3,0.0,31.8,1.7,0,5,129,50.58,Spring
130,North,2023-05-10,25.7,70.8,4.1,49.8,2.9,0,5,130,43.739999999999995,Spring
131,North,2023-05-11,27.9,55.2,11.8,20.5,2.2,0,5,131,38.82,Spring
132,North,2023-05-12,31.0,55.5,0.0,52.0,5.0,0,5,132,40.8,Spring
133,North,2023-05-13,28.3,92.9,0.0,16.4,1.2,0,5,133,54.14,Spring
134,North,2023-05-14,28.0,36.9,0.0,74.6,2.3,0,5,134,31.560000000000002,Spring
135,North,2023-05-15,30.2,77.8,1.3,17.1,6.5,0,5,135,49.239999999999995,Spring
136,North,2023-05-16,27.5,60.1,16.7,51.8,2.5,0,5,136,40.540000000000006,Spring
137,North,2023-05-17,31.0,84.8,5.4,1.0,9.1,0,5,137,52.519999999999996,Spring
138,North,2023-05-18,30.8,43.4,6.7,75.7,4.3,0,5,138,35.84,Spring
139,North,2023-05-19,27.6,94.0,1.1,39.3,6.2,0,5,139,54.16,Spring
140,North,2023-05-20,27.4,94.1,2.1,68.6,2.7,0,5,140,54.08,Spring
141,North,2023-05-21,29.4,87.5,11.7,68.6,10.4,0,5,141,52.64,Spring
142,North,2023-05-22,31.2,49.7,0.0,30.5,6.2,0,5,142,38.6,Spring
143,North,2023-05-23,26.6,33.5,6.1,33.9,9.6,0,5,143,29.36,Spring
144,North,2023-05-24,26.1,57.1,10.1,1.8,8.5,0,5,144,38.5,Spring
145,North,2023-05-25,31.1,49.6,3.5,71.0,8.8,0,5,145,38.5,Spring
146,North,2023-05-26,26.9,89.8,23.4,59.5,7.5,0,5,146,52.06,Spring
147,North,2023-05-27,25.8,90.5,3.7,6.9,2.6,0,5,147,51.68000000000001,Spring
148,North,2023-05-28,30.9,67.7,5.2,44.6,3.0,0,5,148,45.620000000000005,Spring
149,North,2023-05-29,29.9,61.2,4.5,5.2,7.5,0,5,149,42.42,Spring
150,North,2023-05-30,25.8,62.3,0.4,66.4,4.5,0,5,150,40.400000000000006,Spring
151,North,2023-05-31,31.5,67.5,7.8,61.6,3.1,0,5,151,45.9,Spring
152,North,2023-06-01,28.7,61.1,5.8,64.2,0.3,0,6,152,41.66,Summer
153,North,2023-06-02,28.6,86.7,5.8,0.2,7.2,0,6,153,51.84,Summer
154,North,2023-06-03,32.2,84.3,13.7,34.8,10.5,0,6,154,53.04,Summer
155,North,2023-06-04,29.9,45.0,6.4,29.1,6.6,0,6,155,35.94,Summer
156,North,2023-06-05,29.7,60.7,3.0,13.1,7.2,0,6,156,42.1,Summer
157,North,2023-06-06,29.2,65.8,12.9,27.7,1.9,0,6,157,43.84,Summer
158,North,2023-06-07,29.4,60.4,15.3,27.8,3.2,0,6,158,41.8,Summer
159,North,2023-06-08,31.9,78.9,0.0,28.8,4.7,0,6,159,50.7,Summer
160,North,2023-06-09,30.6,87.5,5.3,26.6,3.9,0,6,160,53.36,Summer
161,North,2023-06-10,29.8,79.0,8.1,3.4,5.6,0,6,161,49.480000000000004,Summer
162,North,2023-06-11,32.2,70.6,1.3,47.9,5.9,0,6,162,47.56,Summer
163,North,2023-06-12,32.0,40.4,6.3,65.3,2.3,0,6,163,35.36,Summer
164,North,2023-06-13,31.2,35.3,0.8,33.5,1.2,0,6,164,32.839999999999996,Summer
165,North,2023-06-14,30.0,32.7,5.6,74.8,7.3,0,6,165,31.080000000000002,Summer
166,North,2023-06-15,28.0,44.7,5.4,56.8,3.7,0,6,166,34.68000000000001,Summer
167,North,2023-06-16,27.7,77.6,7.9,31.6,7.2,0,6,167,47.66,Summer
168,North,2023-06-17,29.4,67.5,0.0,60.0,7.6,0,6,168,44.64,Summer
169,North,2023-06-18,32.9,44.7,2.1,55.5,8.3,0,6,169,37.620000000000005,Summer
170,North,2023-06-19,31.3,88.1,1.3,77.5,8.8,0,6,170,54.02,Summer
171,North,2023-06-20,30.0,89.5,2.7,60.5,3.3,0,6,171,53.800000000000004,Summer
172,North,2023-06-21,28.3,71.5,0.0,76.1,2.1,0,6,172,45.58,Summer
173,North,2023-06-22,27.1,49.2,9.0,54.4,0.7,0,6,173,35.940000000000005,Summer
174,North,2023-06-23,29.7,37.7,19.5,75.6,7.3,0,6,174,32.900000000000006,Summer
175,North,2023-06-24,27.1,68.8,0.7,24.3,6.8,0,6,175,43.78,Summer
176,North,2023-06-25,32.5,71.3,11.5,47.5,7.5,0,6,176,48.019999999999996,Summer
177,North,2023-06-26,32.9,62.5,1.3,37.9,8.8,0,6,177,44.739999999999995,Summer
178,North,2023-06-27,31.5,80.0,9.9,33.8,6.5,0,6,178,50.9,Summer
179,North,2023-06-28,32.3,91.7,0.0,30.4,10.6,0,6,179,56.06,Summer
180,North,2023-06-29,31.6,35.6,0.0,20.2,1.0,0,6,180,33.2,Summer
181,North,2023-06-30,28.5,84.0,2.6,30.4,3.7,0,6,181,50.7,Summer
182,North,2023-07-01,29.3,60.5,2.4,25.8,6.1,0,7,182,41.78,Summer
183,North,2023-07-02,29.9,59.3,2.3,54.7,6.5,0,7,183,41.66,Summer
184,North,2023-07-03,29.7,31.8,2.7,40.5,0.8,0,7,184,30.54,Summer
185,North,2023-07-04,26.7,47.9,0.0,42.9,8.0,0,7,185,35.18,Summer
186,North,2023-07-05,27.2,37.6,0.0,41.3,1.9,0,7,186,31.36,Summer
187,North,2023-07-06,28.4,85.5,15.5,34.1,7.6,0,7,187,51.24,Summer
188,North,2023-07-07,31.5,35.0,7.7,38.6,2.7,0,7,188,32.9,Summer
189,North,2023-07-08,28.0,78.4,2.2,30.1,3.3,0,7,189,48.160000000000004,Summer
190,North,2023-07-09,27.0,86.3,0.9,46.7,5.4,0,7,190,50.72,Summer
191,North,2023-07-10,29.9,82.5,8.8,13.2,1.5,0,7,191,50.94,Summer
192,North,2023-07-11,31.5,69.3,3.7,1.9,5.5,0,7,192,46.62,Summer
193,North,2023-07-12,30.4,57.9,0.6,29.5,6.0,0,7,193,41.4,Summer
194,North,2023-07-13,28.2,32.2,0.0,34.9,7.7,0,7,194,29.8,Summer
195,North,2023-07-14,26.1,35.7,13.5,38.0,5.6,0,7,195,29.94,Summer
196,North,2023-07-15,27.1,90.3,0.0,11.0,0.3,0,7,196,52.379999999999995,Summer
197,North,2023-07-16,26.2,42.1,8.9,43.7,6.1,0,7,197,32.56,Summer
198,North,2023-07-17,28.5,93.1,16.1,52.5,6.4,0,7,198,54.34,Summer
199,North,2023-07-18,26.4,32.6,7.0,59.7,4.3,0,7,199,28.88,Summer
200,North,2023-07-19,27.9,63.2,11.5,1.0,5.8,0,7,200,42.019999999999996,Summer
201,North,2023-07-20,27.3,64.5,0.2,25.6,2.7,0,7,201,42.18,Summer
202,North,2023-07-21,28.5,43.9,18.8,53.1,5.3,0,7,202,34.66,Summer
203,North,2023-07-22,26.9,41.2,0.0,68.7,0.8,0,7,203,32.62,Summer
204,North,2023-07-23,29.7,85.8,1.3,11.6,8.4,0,7,204,52.14,Summer
205,North,2023-07-24,28.5,94.3,9.3,50.2,4.5,0,7,205,54.81999999999999,Summer
206,North,2023-07-25,29.4,90.9,7.1,66.2,4.5,0,7,206,54.0,Summer
207,North,2023-07-26,30.2,32.8,1.6,15.4,8.0,0,7,207,31.239999999999995,Summer
208,North,2023-07-27,27.9,59.2,12.2,66.9,2.5,0,7,208,40.42,Summer
209,North,2023-07-28,31.1,61.2,14.1,32.5,9.6,0,7,209,43.14,Summer
210,North,2023-07-29,29.5,45.7,2.0,41.7,5.5,0,7,210,35.980000000000004,Summer
211,North,2023-07-30,26.1,69.0,0.0,56.4,8.5,0,7,211,43.260000000000005,Summer
212,North,2023-07-31,30.3,32.6,10.1,22.2,3.1,0,7,212,31.22,Summer
213,North,2023-08-01,25.9,94.1,0.0,48.4,10.1,0,8,213,53.18,Summer
214,North,2023-08-02,27.1,60.5,17.8,39.0,8.3,0,8,214,40.46000000000001,Summer
215,North,2023-08-03,27.0,68.3,0.0,47.9,8.6,0,8,215,43.519999999999996,Summer
216,North,2023-08-04,22.8,51.9,0.5,55.3,10.7,0,8,216,34.44,Summer
217,North,2023-08-05,25.2,70.1,15.4,74.7,9.6,0,8,217,43.16,Summer
218,North,2023-08-06,25.6,44.8,9.3,74.1,3.6,0,8,218,33.28,Summer
219,North,2023-08-07,23.4,42.4,10.1,26.8,7.4,0,8,219,31.0,Summer
220,North,2023-08-08,23.7,68.9,4.1,53.6,2.1,0,8,220,41.78,Summer
221,North,2023-08-09,25.7,81.1,8.9,15.2,7.5,0,8,221,47.86,Summer
222,North,2023-08-10,26.3,65.9,0.0,16.4,5.1,0,8,222,42.14,Summer
223,North,2023-08-11,25.1,37.6,3.9,19.8,6.6,0,8,223,30.1,Summer
224,North,2023-08-12,25.8,51.9,0.0,71.0,8.9,0,8,224,36.24,Summer
225,North,2023-08-13,24.2,55.5,1.2,36.7,3.8,0,8,225,36.72,Summer
226,North,2023-08-14,23.5,34.7,0.0,10.0,4.1,0,8,226,27.980000000000004,Summer
227,North,2023-08-15,25.3,55.6,18.4,20.4,5.4,0,8,227,37.42,Summer
228,North,2023-08-16,27.6,65.8,10.9,65.7,5.6,0,8,228,42.879999999999995,Summer
229,North,2023-08-17,24.5,47.3,16.2,39.2,1.2,0,8,229,33.62,Summer
230,North,2023-08-18,24.6,50.4,3.7,11.2,1.4,0,8,230,34.92,Summer
231,North,2023-08-19,26.6,94.6,8.0,8.6,5.9,0,8,231,53.8,Summer
232,North,2023-08-20,22.8,36.2,5.8,59.4,4.7,0,8,232,28.160000000000004,Summer
233,North,2023-08-21,22.2,72.9,8.6,78.1,7.9,0,8,233,42.480000000000004,Summer
234,North,2023-08-22,23.7,45.6,6.4,17.6,6.6,0,8,234,32.46,Summer
235,North,2023-08-23,26.5,90.3,1.4,1.8,6.4,0,8,235,52.019999999999996,Summer
236,North,2023-08-24,26.6,41.2,9.7,77.3,4.2,0,8,236,32.44,Summer
237,North,2023-08-25,25.3,31.1,10.6,49.1,10.7,0,8,237,27.62,Summer
238,North,2023-08-26,26.9,38.1,13.8,19.7,4.5,0,8,238,31.38,Summer
239,North,2023-08-27,23.5,69.6,18.9,22.4,0.0,0,8,239,41.94,Summer
240,North,2023-08-28,26.0,58.3,0.0,68.9,9.3,0,8,240,38.92,Summer
241,North,2023-08-29,24.7,45.1,9.7,35.5,1.7,0,8,241,32.86,Summer
242,North,2023-08-30,27.3,85.3,0.0,60.1,0.3,0,8,242,50.5,Summer
243,North,2023-08-31,26.6,43.3,1.0,70.0,3.8,0,8,243,33.28,Summer
244,North,2023-09-01,17.1,63.0,0.0,31.0,4.9,0,9,244,35.46,Autumn
245,North,2023-09-02,18.2,39.4,18.5,54.7,1.9,0,9,245,26.68,Autumn
246,North,2023-09-03,19.4,44.2,12.1,28.3,3.0,0,9,246,29.32,Autumn
247,North,2023-09-04,21.3,88.4,0.0,76.9,7.6,0,9,247,48.14000000000001,Autumn
248,North,2023-09-05,20.4,72.0,16.3,5.2,7.8,0,9,248,41.04,Autumn
249,North,2023-09-06,17.1,67.2,4.0,34.9,4.9,0,9,249,37.14,Autumn
250,North,2023-09-07,19.5,58.4,6.3,27.9,3.0,0,9,250,35.06,Autumn
251,North,2023-09-08,22.5,46.9,8.1,46.8,5.7,0,9,251,32.260000000000005,Autumn
252,North,2023-09-09,20.2,42.7,9.7,2.9,4.2,0,9,252,29.200000000000003,Autumn
253,North,2023-09-10,17.3,44.9,3.7,49.2,6.1,0,9,253,28.340000000000003,Autumn
254,North,2023-09-11,18.5,64.1,0.5,20.4,1.6,0,9,254,36.74,Autumn
255,North,2023-09-12,17.8,58.3,8.5,32.8,1.8,0,9,255,34.0,Autumn
256,North,2023-09-13,17.4,86.7,1.3,49.7,6.3,0,9,256,45.12,Autumn
257,North,2023-09-14,21.7,86.7,13.8,23.1,5.2,0,9,257,47.7,Autumn
258,North,2023-09-15,19.5,40.9,0.0,1.4,10.6,0,9,258,28.06,Autumn
259,North,2023-09-16,20.6,35.0,5.9,62.7,5.9,0,9,259,26.36,Autumn
260,North,2023-09-17,21.7,66.0,0.0,29.5,2.0,0,9,260,39.42,Autumn
261,North,2023-09-18,20.2,42.1,6.6,13.7,3.0,0,9,261,28.96,Autumn
262,North,2023-09-19,21.9,62.6,0.0,71.6,4.3,0,9,262,38.18,Autumn
263,North,2023-09-20,18.0,60.5,8.4,48.7,4.0,0,9,263,35.0,Autumn
264,North,2023-09-21,21.7,60.1,0.1,36.4,7.8,0,9,264,37.06,Autumn
265,North,2023-09-22,21.3,40.5,3.2,78.6,1.5,0,9,265,28.979999999999997,Autumn
266,North,2023-09-23,18.7,64.4,3.5,39.2,8.3,0,9,266,36.980000000000004,Autumn
267,North,2023-09-24,20.3,77.2,11.9,51.8,5.7,0,9,267,43.06,Autumn
268,North,2023-09-25,21.7,67.5,0.0,67.0,4.5,0,9,268,40.019999999999996,Autumn
269,North,2023-09-26,18.5,90.9,12.9,10.1,0.4,0,9,269,47.46000000000001,Autumn
270,North,2023-09-27,17.4,94.7,18.7,67.4,1.3,0,9,270,48.32,Autumn
271,North,2023-09-28,22.4,54.9,4.5,39.0,8.3,0,9,271,35.4,Autumn
272,North,2023-09-29,18.3,80.4,6.7,60.0,4.9,0,9,272,43.14,Autumn
273,North,2023-09-30,20.5,79.3,14.1,31.7,1.6,0,9,273,44.019999999999996,Autumn
274,North,2023-10-01,17.4,88.7,15.9,20.2,4.4,0,10,274,45.92,Autumn
275,North,2023-10-02,16.3,54.2,6.2,76.8,2.7,0,10,275,31.46,Autumn
276,North,2023-10-03,12.9,71.6,9.1,8.1,4.1,0,10,276,36.38,Autumn
277,North,2023-10-04,14.1,89.1,17.3,6.2,3.2,0,10,277,44.1,Autumn
278,North,2023-10-05,16.9,65.9,0.0,3.2,10.8,0,10,278,36.5,Autumn
279,North,2023-10-06,17.1,34.4,1.6,40.5,0.1,0,10,279,24.02,Autumn
280,North,2023-10-07,12.6,78.4,11.0,44.9,0.7,0,10,280,38.92,Autumn
281,North,2023-10-08,15.1,71.0,0.0,26.7,6.7,0,10,281,37.46,Autumn
282,North,2023-10-09,14.1,51.2,11.3,29.4,8.8,0,10,282,28.940000000000005,Autumn
283,North,2023-10-10,15.5,87.4,5.5,41.1,7.3,0,10,283,44.26,Autumn
284,North,2023-10-11,15.3,78.7,0.0,40.5,11.0,0,10,284,40.660000000000004,Autumn
285,North,2023-10-12,12.9,83.6,0.0,58.5,7.0,0,10,285,41.18,Autumn
286,North,2023-10-13,12.9,79.5,16.1,15.7,6.8,0,10,286,39.54,Autumn
287,North,2023-10-14,13.7,44.3,6.2,10.6,4.6,0,10,287,25.939999999999998,Autumn
288,North,2023-10-15,13.2,82.0,5.3,70.7,4.7,0,10,288,40.720000000000006,Autumn
289,North,2023-10-16,15.4,94.4,11.0,13.1,0.4,0,10,289,47.00000000000001,Autumn
290,North,2023-10-17,16.4,81.2,28.8,17.5,10.1,0,10,290,42.32,Autumn
291,North,2023-10-18,13.0,73.7,14.0,64.9,3.8,0,10,291,37.28,Autumn
292,North,2023-10-19,16.4,54.2,12.8,37.5,10.5,0,10,292,31.520000000000003,Autumn
293,North,2023-10-20,15.5,65.6,15.7,50.5,3.6,0,10,293,35.54,Autumn
294,North,2023-10-21,12.9,74.3,0.0,57.3,5.7,0,10,294,37.46,Autumn
295,North,2023-10-22,13.7,68.6,9.6,1.8,5.3,0,10,295,35.66,Autumn
296,North,2023-10-23,14.0,63.1,1.5,39.9,8.0,0,10,296,33.64,Autumn
297,North,2023-10-24,14.4,91.9,0.0,8.5,1.6,0,10,297,45.400000000000006,Autumn
298,North,2023-10-25,13.3,80.9,20.2,70.5,2.7,0,10,298,40.34,Autumn
